SampleNumber,value,Unit,Wday,Day,Month,Year,Hour,Date,DateTime
8590,10.91,Gbps,Sat,12,11,2016,1:00:00,12/11/2016,11/12/2016 1:00
8591,10.49,Gbps,Sat,12,11,2016,1:15:00,12/11/2016,11/12/2016 1:15
8592,10.24,Gbps,Sat,12,11,2016,1:30:00,12/11/2016,11/12/2016 1:30
8593,9.89,Gbps,Sat,12,11,2016,1:45:00,12/11/2016,11/12/2016 1:45
8594,9.29,Gbps,Sat,12,11,2016,2:00:00,12/11/2016,11/12/2016 2:00
8595,8.85,Gbps,Sat,12,11,2016,2:15:00,12/11/2016,11/12/2016 2:15
8596,8.28,Gbps,Sat,12,11,2016,2:30:00,12/11/2016,11/12/2016 2:30
8597,7.79,Gbps,Sat,12,11,2016,2:45:00,12/11/2016,11/12/2016 2:45
8598,7.35,Gbps,Sat,12,11,2016,3:00:00,12/11/2016,11/12/2016 3:00
8599,6.86,Gbps,Sat,12,11,2016,3:15:00,12/11/2016,11/12/2016 3:15
8600,6.1,Gbps,Sat,12,11,2016,3:30:00,12/11/2016,11/12/2016 3:30
8601,5.76,Gbps,Sat,12,11,2016,3:45:00,12/11/2016,11/12/2016 3:45
8602,5.46,Gbps,Sat,12,11,2016,4:00:00,12/11/2016,11/12/2016 4:00
8603,4.94,Gbps,Sat,12,11,2016,4:15:00,12/11/2016,11/12/2016 4:15
8604,4.54,Gbps,Sat,12,11,2016,4:30:00,12/11/2016,11/12/2016 4:30
8605,4.07,Gbps,Sat,12,11,2016,4:45:00,12/11/2016,11/12/2016 4:45
8606,3.72,Gbps,Sat,12,11,2016,5:00:00,12/11/2016,11/12/2016 5:00
8607,3.61,Gbps,Sat,12,11,2016,5:15:00,12/11/2016,11/12/2016 5:15
8608,3.47,Gbps,Sat,12,11,2016,5:30:00,12/11/2016,11/12/2016 5:30
8609,3.61,Gbps,Sat,12,11,2016,5:45:00,12/11/2016,11/12/2016 5:45
8610,3.61,Gbps,Sat,12,11,2016,6:00:00,12/11/2016,11/12/2016 6:00
8611,3.57,Gbps,Sat,12,11,2016,6:15:00,12/11/2016,11/12/2016 6:15
8612,3.66,Gbps,Sat,12,11,2016,6:30:00,12/11/2016,11/12/2016 6:30
8613,3.78,Gbps,Sat,12,11,2016,6:45:00,12/11/2016,11/12/2016 6:45
8614,3.89,Gbps,Sat,12,11,2016,7:00:00,12/11/2016,11/12/2016 7:00
8615,4.06,Gbps,Sat,12,11,2016,7:15:00,12/11/2016,11/12/2016 7:15
8616,4.34,Gbps,Sat,12,11,2016,7:30:00,12/11/2016,11/12/2016 7:30
8617,4.66,Gbps,Sat,12,11,2016,7:45:00,12/11/2016,11/12/2016 7:45
8618,4.99,Gbps,Sat,12,11,2016,8:00:00,12/11/2016,11/12/2016 8:00
8619,5.18,Gbps,Sat,12,11,2016,8:15:00,12/11/2016,11/12/2016 8:15
8620,5.56,Gbps,Sat,12,11,2016,8:30:00,12/11/2016,11/12/2016 8:30
8621,6.03,Gbps,Sat,12,11,2016,8:45:00,12/11/2016,11/12/2016 8:45
8622,6.19,Gbps,Sat,12,11,2016,9:00:00,12/11/2016,11/12/2016 9:00
8623,6.65,Gbps,Sat,12,11,2016,9:15:00,12/11/2016,11/12/2016 9:15
8624,7,Gbps,Sat,12,11,2016,9:30:00,12/11/2016,11/12/2016 9:30
8625,7.28,Gbps,Sat,12,11,2016,9:45:00,12/11/2016,11/12/2016 9:45
8626,7.53,Gbps,Sat,12,11,2016,10:00:00,12/11/2016,11/12/2016 10:00
8627,7.52,Gbps,Sat,12,11,2016,10:15:00,12/11/2016,11/12/2016 10:15
8628,7.94,Gbps,Sat,12,11,2016,10:30:00,12/11/2016,11/12/2016 10:30
8629,8.16,Gbps,Sat,12,11,2016,10:45:00,12/11/2016,11/12/2016 10:45
8630,8.44,Gbps,Sat,12,11,2016,11:00:00,12/11/2016,11/12/2016 11:00
8631,8.62,Gbps,Sat,12,11,2016,11:15:00,12/11/2016,11/12/2016 11:15
8632,8.89,Gbps,Sat,12,11,2016,11:30:00,12/11/2016,11/12/2016 11:30
8633,8.82,Gbps,Sat,12,11,2016,11:45:00,12/11/2016,11/12/2016 11:45
8634,8.75,Gbps,Sat,12,11,2016,12:00:00,12/11/2016,11/12/2016 12:00
8635,8.97,Gbps,Sat,12,11,2016,12:15:00,12/11/2016,11/12/2016 12:15
8636,9.09,Gbps,Sat,12,11,2016,12:30:00,12/11/2016,11/12/2016 12:30
8637,9.34,Gbps,Sat,12,11,2016,12:45:00,12/11/2016,11/12/2016 12:45
8638,9.35,Gbps,Sat,12,11,2016,13:00:00,12/11/2016,11/12/2016 13:00
8639,9.46,Gbps,Sat,12,11,2016,13:15:00,12/11/2016,11/12/2016 13:15
8640,9.49,Gbps,Sat,12,11,2016,13:30:00,12/11/2016,11/12/2016 13:30
8641,9.63,Gbps,Sat,12,11,2016,13:45:00,12/11/2016,11/12/2016 13:45
8642,9.72,Gbps,Sat,12,11,2016,14:00:00,12/11/2016,11/12/2016 14:00
8643,9.78,Gbps,Sat,12,11,2016,14:15:00,12/11/2016,11/12/2016 14:15
8644,9.95,Gbps,Sat,12,11,2016,14:30:00,12/11/2016,11/12/2016 14:30
8645,9.71,Gbps,Sat,12,11,2016,14:45:00,12/11/2016,11/12/2016 14:45
8646,9.4,Gbps,Sat,12,11,2016,15:00:00,12/11/2016,11/12/2016 15:00
8647,9.39,Gbps,Sat,12,11,2016,15:15:00,12/11/2016,11/12/2016 15:15
8648,9.41,Gbps,Sat,12,11,2016,15:30:00,12/11/2016,11/12/2016 15:30
8649,9.46,Gbps,Sat,12,11,2016,15:45:00,12/11/2016,11/12/2016 15:45
8650,9.45,Gbps,Sat,12,11,2016,16:00:00,12/11/2016,11/12/2016 16:00
8651,9.56,Gbps,Sat,12,11,2016,16:15:00,12/11/2016,11/12/2016 16:15
8652,9.69,Gbps,Sat,12,11,2016,16:30:00,12/11/2016,11/12/2016 16:30
8653,9.62,Gbps,Sat,12,11,2016,16:45:00,12/11/2016,11/12/2016 16:45
8654,9.67,Gbps,Sat,12,11,2016,17:00:00,12/11/2016,11/12/2016 17:00
8655,9.34,Gbps,Sat,12,11,2016,17:15:00,12/11/2016,11/12/2016 17:15
8656,9.44,Gbps,Sat,12,11,2016,17:30:00,12/11/2016,11/12/2016 17:30
8657,9.61,Gbps,Sat,12,11,2016,17:45:00,12/11/2016,11/12/2016 17:45
8658,9.78,Gbps,Sat,12,11,2016,18:00:00,12/11/2016,11/12/2016 18:00
8659,9.85,Gbps,Sat,12,11,2016,18:15:00,12/11/2016,11/12/2016 18:15
8660,9.8,Gbps,Sat,12,11,2016,18:30:00,12/11/2016,11/12/2016 18:30
8661,9.85,Gbps,Sat,12,11,2016,18:45:00,12/11/2016,11/12/2016 18:45
8662,9.95,Gbps,Sat,12,11,2016,19:00:00,12/11/2016,11/12/2016 19:00
8663,10.1,Gbps,Sat,12,11,2016,19:15:00,12/11/2016,11/12/2016 19:15
8664,10.45,Gbps,Sat,12,11,2016,19:30:00,12/11/2016,11/12/2016 19:30
8665,10.38,Gbps,Sat,12,11,2016,19:45:00,12/11/2016,11/12/2016 19:45
8666,10.49,Gbps,Sat,12,11,2016,20:00:00,12/11/2016,11/12/2016 20:00
8667,10.67,Gbps,Sat,12,11,2016,20:15:00,12/11/2016,11/12/2016 20:15
8668,10.71,Gbps,Sat,12,11,2016,20:30:00,12/11/2016,11/12/2016 20:30
8669,10.68,Gbps,Sat,12,11,2016,20:45:00,12/11/2016,11/12/2016 20:45
8670,10.92,Gbps,Sat,12,11,2016,21:00:00,12/11/2016,11/12/2016 21:00
8671,10.82,Gbps,Sat,12,11,2016,21:15:00,12/11/2016,11/12/2016 21:15
8672,11.21,Gbps,Sat,12,11,2016,21:30:00,12/11/2016,11/12/2016 21:30
8673,11.17,Gbps,Sat,12,11,2016,21:45:00,12/11/2016,11/12/2016 21:45
8674,11.17,Gbps,Sat,12,11,2016,22:00:00,12/11/2016,11/12/2016 22:00
8675,11.32,Gbps,Sat,12,11,2016,22:15:00,12/11/2016,11/12/2016 22:15
8676,11.28,Gbps,Sat,12,11,2016,22:30:00,12/11/2016,11/12/2016 22:30
8677,11.55,Gbps,Sat,12,11,2016,22:45:00,12/11/2016,11/12/2016 22:45
8678,11.38,Gbps,Sat,12,11,2016,23:00:00,12/11/2016,11/12/2016 23:00
8679,11.36,Gbps,Sat,12,11,2016,23:15:00,12/11/2016,11/12/2016 23:15
8680,11.54,Gbps,Sat,12,11,2016,23:30:00,12/11/2016,11/12/2016 23:30
8681,11.46,Gbps,Sat,12,11,2016,23:45:00,12/11/2016,11/12/2016 23:45
8682,11.34,Gbps,Sun,13,11,2016,0:00:00,13/11/2016,11/13/2016 0:00
8683,11.04,Gbps,Sun,13,11,2016,0:15:00,13/11/2016,11/13/2016 0:15
8684,10.87,Gbps,Sun,13,11,2016,0:30:00,13/11/2016,11/13/2016 0:30
8685,10.61,Gbps,Sun,13,11,2016,0:45:00,13/11/2016,11/13/2016 0:45
8686,10.39,Gbps,Sun,13,11,2016,1:00:00,13/11/2016,11/13/2016 1:00
8687,9.9,Gbps,Sun,13,11,2016,1:15:00,13/11/2016,11/13/2016 1:15
8688,9.56,Gbps,Sun,13,11,2016,1:30:00,13/11/2016,11/13/2016 1:30
8689,9.19,Gbps,Sun,13,11,2016,1:45:00,13/11/2016,11/13/2016 1:45
8690,8.75,Gbps,Sun,13,11,2016,2:00:00,13/11/2016,11/13/2016 2:00
8691,8.28,Gbps,Sun,13,11,2016,2:15:00,13/11/2016,11/13/2016 2:15
8692,7.87,Gbps,Sun,13,11,2016,2:30:00,13/11/2016,11/13/2016 2:30
8693,7.32,Gbps,Sun,13,11,2016,2:45:00,13/11/2016,11/13/2016 2:45
8694,6.8,Gbps,Sun,13,11,2016,3:00:00,13/11/2016,11/13/2016 3:00
8695,6.45,Gbps,Sun,13,11,2016,3:15:00,13/11/2016,11/13/2016 3:15
8696,5.89,Gbps,Sun,13,11,2016,3:30:00,13/11/2016,11/13/2016 3:30
8697,5.55,Gbps,Sun,13,11,2016,3:45:00,13/11/2016,11/13/2016 3:45
8698,5.19,Gbps,Sun,13,11,2016,4:00:00,13/11/2016,11/13/2016 4:00
8699,4.76,Gbps,Sun,13,11,2016,4:15:00,13/11/2016,11/13/2016 4:15
8700,4.24,Gbps,Sun,13,11,2016,4:30:00,13/11/2016,11/13/2016 4:30
8701,3.91,Gbps,Sun,13,11,2016,4:45:00,13/11/2016,11/13/2016 4:45
8702,3.64,Gbps,Sun,13,11,2016,5:00:00,13/11/2016,11/13/2016 5:00
8703,3.39,Gbps,Sun,13,11,2016,5:15:00,13/11/2016,11/13/2016 5:15
8704,3.43,Gbps,Sun,13,11,2016,5:30:00,13/11/2016,11/13/2016 5:30
8705,3.44,Gbps,Sun,13,11,2016,5:45:00,13/11/2016,11/13/2016 5:45
8706,3.61,Gbps,Sun,13,11,2016,6:00:00,13/11/2016,11/13/2016 6:00
8707,3.75,Gbps,Sun,13,11,2016,6:15:00,13/11/2016,11/13/2016 6:15
8708,3.78,Gbps,Sun,13,11,2016,6:30:00,13/11/2016,11/13/2016 6:30
8709,4.09,Gbps,Sun,13,11,2016,6:45:00,13/11/2016,11/13/2016 6:45
8710,4.35,Gbps,Sun,13,11,2016,7:00:00,13/11/2016,11/13/2016 7:00
8711,4.79,Gbps,Sun,13,11,2016,7:15:00,13/11/2016,11/13/2016 7:15
8712,5.18,Gbps,Sun,13,11,2016,7:30:00,13/11/2016,11/13/2016 7:30
8713,5.4,Gbps,Sun,13,11,2016,7:45:00,13/11/2016,11/13/2016 7:45
8714,5.55,Gbps,Sun,13,11,2016,8:00:00,13/11/2016,11/13/2016 8:00
8715,5.89,Gbps,Sun,13,11,2016,8:15:00,13/11/2016,11/13/2016 8:15
8716,6.04,Gbps,Sun,13,11,2016,8:30:00,13/11/2016,11/13/2016 8:30
8717,6.39,Gbps,Sun,13,11,2016,8:45:00,13/11/2016,11/13/2016 8:45
8718,6.65,Gbps,Sun,13,11,2016,9:00:00,13/11/2016,11/13/2016 9:00
8719,7.07,Gbps,Sun,13,11,2016,9:15:00,13/11/2016,11/13/2016 9:15
8720,7.22,Gbps,Sun,13,11,2016,9:30:00,13/11/2016,11/13/2016 9:30
8721,7.36,Gbps,Sun,13,11,2016,9:45:00,13/11/2016,11/13/2016 9:45
8722,7.52,Gbps,Sun,13,11,2016,10:00:00,13/11/2016,11/13/2016 10:00
8723,7.66,Gbps,Sun,13,11,2016,10:15:00,13/11/2016,11/13/2016 10:15
8724,7.99,Gbps,Sun,13,11,2016,10:30:00,13/11/2016,11/13/2016 10:30
8725,8.24,Gbps,Sun,13,11,2016,10:45:00,13/11/2016,11/13/2016 10:45
8726,8.29,Gbps,Sun,13,11,2016,11:00:00,13/11/2016,11/13/2016 11:00
8727,8.52,Gbps,Sun,13,11,2016,11:15:00,13/11/2016,11/13/2016 11:15
8728,8.6,Gbps,Sun,13,11,2016,11:30:00,13/11/2016,11/13/2016 11:30
8729,8.6,Gbps,Sun,13,11,2016,11:45:00,13/11/2016,11/13/2016 11:45
8730,8.61,Gbps,Sun,13,11,2016,12:00:00,13/11/2016,11/13/2016 12:00
8731,8.77,Gbps,Sun,13,11,2016,12:15:00,13/11/2016,11/13/2016 12:15
8732,9.1,Gbps,Sun,13,11,2016,12:30:00,13/11/2016,11/13/2016 12:30
8733,9.47,Gbps,Sun,13,11,2016,12:45:00,13/11/2016,11/13/2016 12:45
8734,9.43,Gbps,Sun,13,11,2016,13:00:00,13/11/2016,11/13/2016 13:00
8735,9.4,Gbps,Sun,13,11,2016,13:15:00,13/11/2016,11/13/2016 13:15
8736,9.45,Gbps,Sun,13,11,2016,13:30:00,13/11/2016,11/13/2016 13:30
8737,9.52,Gbps,Sun,13,11,2016,13:45:00,13/11/2016,11/13/2016 13:45
8738,9.7,Gbps,Sun,13,11,2016,14:00:00,13/11/2016,11/13/2016 14:00
8739,9.58,Gbps,Sun,13,11,2016,14:15:00,13/11/2016,11/13/2016 14:15
8740,9.61,Gbps,Sun,13,11,2016,14:30:00,13/11/2016,11/13/2016 14:30
8741,9.41,Gbps,Sun,13,11,2016,14:45:00,13/11/2016,11/13/2016 14:45
8742,9.26,Gbps,Sun,13,11,2016,15:00:00,13/11/2016,11/13/2016 15:00
8743,9.32,Gbps,Sun,13,11,2016,15:15:00,13/11/2016,11/13/2016 15:15
8744,9.46,Gbps,Sun,13,11,2016,15:30:00,13/11/2016,11/13/2016 15:30
8745,9.51,Gbps,Sun,13,11,2016,15:45:00,13/11/2016,11/13/2016 15:45
8746,9.42,Gbps,Sun,13,11,2016,16:00:00,13/11/2016,11/13/2016 16:00
8747,9.58,Gbps,Sun,13,11,2016,16:15:00,13/11/2016,11/13/2016 16:15
8748,9.52,Gbps,Sun,13,11,2016,16:30:00,13/11/2016,11/13/2016 16:30
8749,9.42,Gbps,Sun,13,11,2016,16:45:00,13/11/2016,11/13/2016 16:45
8750,9.52,Gbps,Sun,13,11,2016,17:00:00,13/11/2016,11/13/2016 17:00
8751,8.99,Gbps,Sun,13,11,2016,17:15:00,13/11/2016,11/13/2016 17:15
8752,8.87,Gbps,Sun,13,11,2016,17:30:00,13/11/2016,11/13/2016 17:30
8753,9.42,Gbps,Sun,13,11,2016,17:45:00,13/11/2016,11/13/2016 17:45
8754,9.7,Gbps,Sun,13,11,2016,18:00:00,13/11/2016,11/13/2016 18:00
8755,10.31,Gbps,Sun,13,11,2016,18:15:00,13/11/2016,11/13/2016 18:15
8756,10.86,Gbps,Sun,13,11,2016,18:30:00,13/11/2016,11/13/2016 18:30
8757,11.03,Gbps,Sun,13,11,2016,18:45:00,13/11/2016,11/13/2016 18:45
8758,10.99,Gbps,Sun,13,11,2016,19:00:00,13/11/2016,11/13/2016 19:00
8759,11.23,Gbps,Sun,13,11,2016,19:15:00,13/11/2016,11/13/2016 19:15
8760,11.22,Gbps,Sun,13,11,2016,19:30:00,13/11/2016,11/13/2016 19:30
8761,11.55,Gbps,Sun,13,11,2016,19:45:00,13/11/2016,11/13/2016 19:45
8762,11.77,Gbps,Sun,13,11,2016,20:00:00,13/11/2016,11/13/2016 20:00
8763,10.93,Gbps,Sun,13,11,2016,20:15:00,13/11/2016,11/13/2016 20:15
8764,11.09,Gbps,Sun,13,11,2016,20:30:00,13/11/2016,11/13/2016 20:30
8765,11.03,Gbps,Sun,13,11,2016,20:45:00,13/11/2016,11/13/2016 20:45
8766,11.5,Gbps,Sun,13,11,2016,21:00:00,13/11/2016,11/13/2016 21:00
8767,11.37,Gbps,Sun,13,11,2016,21:15:00,13/11/2016,11/13/2016 21:15
8768,11.49,Gbps,Sun,13,11,2016,21:30:00,13/11/2016,11/13/2016 21:30
8769,11.41,Gbps,Sun,13,11,2016,21:45:00,13/11/2016,11/13/2016 21:45
8770,11.58,Gbps,Sun,13,11,2016,22:00:00,13/11/2016,11/13/2016 22:00
8771,11.7,Gbps,Sun,13,11,2016,22:15:00,13/11/2016,11/13/2016 22:15
8772,11.57,Gbps,Sun,13,11,2016,22:30:00,13/11/2016,11/13/2016 22:30
8773,11.81,Gbps,Sun,13,11,2016,22:45:00,13/11/2016,11/13/2016 22:45
8774,11.81,Gbps,Sun,13,11,2016,23:00:00,13/11/2016,11/13/2016 23:00
8775,11.73,Gbps,Sun,13,11,2016,23:15:00,13/11/2016,11/13/2016 23:15
8776,11.64,Gbps,Sun,13,11,2016,23:30:00,13/11/2016,11/13/2016 23:30
8777,11.43,Gbps,Sun,13,11,2016,23:45:00,13/11/2016,11/13/2016 23:45
8778,11.25,Gbps,Mon,14,11,2016,0:00:00,14/11/2016,11/14/2016 0:00
8779,11.02,Gbps,Mon,14,11,2016,0:15:00,14/11/2016,11/14/2016 0:15
8780,10.84,Gbps,Mon,14,11,2016,0:30:00,14/11/2016,11/14/2016 0:30
8781,10.47,Gbps,Mon,14,11,2016,0:45:00,14/11/2016,11/14/2016 0:45
8782,10.18,Gbps,Mon,14,11,2016,1:00:00,14/11/2016,11/14/2016 1:00
8783,9.72,Gbps,Mon,14,11,2016,1:15:00,14/11/2016,11/14/2016 1:15
8784,9.18,Gbps,Mon,14,11,2016,1:30:00,14/11/2016,11/14/2016 1:30
8785,8.81,Gbps,Mon,14,11,2016,1:45:00,14/11/2016,11/14/2016 1:45
8786,8.23,Gbps,Mon,14,11,2016,2:00:00,14/11/2016,11/14/2016 2:00
8787,7.78,Gbps,Mon,14,11,2016,2:15:00,14/11/2016,11/14/2016 2:15
8788,7.47,Gbps,Mon,14,11,2016,2:30:00,14/11/2016,11/14/2016 2:30
8789,6.89,Gbps,Mon,14,11,2016,2:45:00,14/11/2016,11/14/2016 2:45
8790,6.52,Gbps,Mon,14,11,2016,3:00:00,14/11/2016,11/14/2016 3:00
8791,5.91,Gbps,Mon,14,11,2016,3:15:00,14/11/2016,11/14/2016 3:15
8792,5.33,Gbps,Mon,14,11,2016,3:30:00,14/11/2016,11/14/2016 3:30
8793,4.93,Gbps,Mon,14,11,2016,3:45:00,14/11/2016,11/14/2016 3:45
8794,4.59,Gbps,Mon,14,11,2016,4:00:00,14/11/2016,11/14/2016 4:00
8795,4.3,Gbps,Mon,14,11,2016,4:15:00,14/11/2016,11/14/2016 4:15
8796,3.94,Gbps,Mon,14,11,2016,4:30:00,14/11/2016,11/14/2016 4:30
8797,3.68,Gbps,Mon,14,11,2016,4:45:00,14/11/2016,11/14/2016 4:45
8798,3.27,Gbps,Mon,14,11,2016,5:00:00,14/11/2016,11/14/2016 5:00
8799,3.14,Gbps,Mon,14,11,2016,5:15:00,14/11/2016,11/14/2016 5:15
8800,3.18,Gbps,Mon,14,11,2016,5:30:00,14/11/2016,11/14/2016 5:30
8801,3.29,Gbps,Mon,14,11,2016,5:45:00,14/11/2016,11/14/2016 5:45
8802,3.34,Gbps,Mon,14,11,2016,6:00:00,14/11/2016,11/14/2016 6:00
8803,3.57,Gbps,Mon,14,11,2016,6:15:00,14/11/2016,11/14/2016 6:15
8804,3.73,Gbps,Mon,14,11,2016,6:30:00,14/11/2016,11/14/2016 6:30
8805,3.98,Gbps,Mon,14,11,2016,6:45:00,14/11/2016,11/14/2016 6:45
8806,4.37,Gbps,Mon,14,11,2016,7:00:00,14/11/2016,11/14/2016 7:00
8807,4.81,Gbps,Mon,14,11,2016,7:15:00,14/11/2016,11/14/2016 7:15
8808,5.11,Gbps,Mon,14,11,2016,7:30:00,14/11/2016,11/14/2016 7:30
8809,5.45,Gbps,Mon,14,11,2016,7:45:00,14/11/2016,11/14/2016 7:45
8810,5.64,Gbps,Mon,14,11,2016,8:00:00,14/11/2016,11/14/2016 8:00
8811,5.89,Gbps,Mon,14,11,2016,8:15:00,14/11/2016,11/14/2016 8:15
8812,6.13,Gbps,Mon,14,11,2016,8:30:00,14/11/2016,11/14/2016 8:30
8813,6.35,Gbps,Mon,14,11,2016,8:45:00,14/11/2016,11/14/2016 8:45
8814,6.58,Gbps,Mon,14,11,2016,9:00:00,14/11/2016,11/14/2016 9:00
8815,6.69,Gbps,Mon,14,11,2016,9:15:00,14/11/2016,11/14/2016 9:15
8816,6.93,Gbps,Mon,14,11,2016,9:30:00,14/11/2016,11/14/2016 9:30
8817,7.18,Gbps,Mon,14,11,2016,9:45:00,14/11/2016,11/14/2016 9:45
8818,7.36,Gbps,Mon,14,11,2016,10:00:00,14/11/2016,11/14/2016 10:00
8819,7.68,Gbps,Mon,14,11,2016,10:15:00,14/11/2016,11/14/2016 10:15
8820,7.83,Gbps,Mon,14,11,2016,10:30:00,14/11/2016,11/14/2016 10:30
8821,8.01,Gbps,Mon,14,11,2016,10:45:00,14/11/2016,11/14/2016 10:45
8822,8.07,Gbps,Mon,14,11,2016,11:00:00,14/11/2016,11/14/2016 11:00
8823,8.17,Gbps,Mon,14,11,2016,11:15:00,14/11/2016,11/14/2016 11:15
8824,8.39,Gbps,Mon,14,11,2016,11:30:00,14/11/2016,11/14/2016 11:30
8825,8.32,Gbps,Mon,14,11,2016,11:45:00,14/11/2016,11/14/2016 11:45
8826,8.27,Gbps,Mon,14,11,2016,12:00:00,14/11/2016,11/14/2016 12:00
8827,8.45,Gbps,Mon,14,11,2016,12:15:00,14/11/2016,11/14/2016 12:15
8828,8.68,Gbps,Mon,14,11,2016,12:30:00,14/11/2016,11/14/2016 12:30
8829,8.9,Gbps,Mon,14,11,2016,12:45:00,14/11/2016,11/14/2016 12:45
8830,9.03,Gbps,Mon,14,11,2016,13:00:00,14/11/2016,11/14/2016 13:00
8831,9.14,Gbps,Mon,14,11,2016,13:15:00,14/11/2016,11/14/2016 13:15
8832,9.07,Gbps,Mon,14,11,2016,13:30:00,14/11/2016,11/14/2016 13:30
8833,9.05,Gbps,Mon,14,11,2016,13:45:00,14/11/2016,11/14/2016 13:45
8834,9.19,Gbps,Mon,14,11,2016,14:00:00,14/11/2016,11/14/2016 14:00
8835,9.31,Gbps,Mon,14,11,2016,14:15:00,14/11/2016,11/14/2016 14:15
8836,9.3,Gbps,Mon,14,11,2016,14:30:00,14/11/2016,11/14/2016 14:30
8837,9.15,Gbps,Mon,14,11,2016,14:45:00,14/11/2016,11/14/2016 14:45
8838,9.06,Gbps,Mon,14,11,2016,15:00:00,14/11/2016,11/14/2016 15:00
8839,9.18,Gbps,Mon,14,11,2016,15:15:00,14/11/2016,11/14/2016 15:15
8840,9.29,Gbps,Mon,14,11,2016,15:30:00,14/11/2016,11/14/2016 15:30
8841,9.37,Gbps,Mon,14,11,2016,15:45:00,14/11/2016,11/14/2016 15:45
8842,9.35,Gbps,Mon,14,11,2016,16:00:00,14/11/2016,11/14/2016 16:00
8843,9.37,Gbps,Mon,14,11,2016,16:15:00,14/11/2016,11/14/2016 16:15
8844,9.31,Gbps,Mon,14,11,2016,16:30:00,14/11/2016,11/14/2016 16:30
8845,9.21,Gbps,Mon,14,11,2016,16:45:00,14/11/2016,11/14/2016 16:45
8846,9.15,Gbps,Mon,14,11,2016,17:00:00,14/11/2016,11/14/2016 17:00
8847,9.02,Gbps,Mon,14,11,2016,17:15:00,14/11/2016,11/14/2016 17:15
8848,9.09,Gbps,Mon,14,11,2016,17:30:00,14/11/2016,11/14/2016 17:30
8849,9.32,Gbps,Mon,14,11,2016,17:45:00,14/11/2016,11/14/2016 17:45
8850,9.44,Gbps,Mon,14,11,2016,18:00:00,14/11/2016,11/14/2016 18:00
8851,9.71,Gbps,Mon,14,11,2016,18:15:00,14/11/2016,11/14/2016 18:15
8852,9.55,Gbps,Mon,14,11,2016,18:30:00,14/11/2016,11/14/2016 18:30
8853,9.67,Gbps,Mon,14,11,2016,18:45:00,14/11/2016,11/14/2016 18:45
8854,9.8,Gbps,Mon,14,11,2016,19:00:00,14/11/2016,11/14/2016 19:00
8855,10.07,Gbps,Mon,14,11,2016,19:15:00,14/11/2016,11/14/2016 19:15
8856,10.19,Gbps,Mon,14,11,2016,19:30:00,14/11/2016,11/14/2016 19:30
8857,10.11,Gbps,Mon,14,11,2016,19:45:00,14/11/2016,11/14/2016 19:45
8858,10.25,Gbps,Mon,14,11,2016,20:00:00,14/11/2016,11/14/2016 20:00
8859,10.31,Gbps,Mon,14,11,2016,20:15:00,14/11/2016,11/14/2016 20:15
8860,10.66,Gbps,Mon,14,11,2016,20:30:00,14/11/2016,11/14/2016 20:30
8861,10.72,Gbps,Mon,14,11,2016,20:45:00,14/11/2016,11/14/2016 20:45
8862,10.73,Gbps,Mon,14,11,2016,21:00:00,14/11/2016,11/14/2016 21:00
8863,10.9,Gbps,Mon,14,11,2016,21:15:00,14/11/2016,11/14/2016 21:15
8864,10.83,Gbps,Mon,14,11,2016,21:30:00,14/11/2016,11/14/2016 21:30
8865,11.21,Gbps,Mon,14,11,2016,21:45:00,14/11/2016,11/14/2016 21:45
8866,11.03,Gbps,Mon,14,11,2016,22:00:00,14/11/2016,11/14/2016 22:00
8867,11.22,Gbps,Mon,14,11,2016,22:15:00,14/11/2016,11/14/2016 22:15
8868,11.27,Gbps,Mon,14,11,2016,22:30:00,14/11/2016,11/14/2016 22:30
8869,11.44,Gbps,Mon,14,11,2016,22:45:00,14/11/2016,11/14/2016 22:45
8870,11.41,Gbps,Mon,14,11,2016,23:00:00,14/11/2016,11/14/2016 23:00
8871,11.45,Gbps,Mon,14,11,2016,23:15:00,14/11/2016,11/14/2016 23:15
8872,11.56,Gbps,Mon,14,11,2016,23:30:00,14/11/2016,11/14/2016 23:30
8873,11.48,Gbps,Mon,14,11,2016,23:45:00,14/11/2016,11/14/2016 23:45
8874,11.39,Gbps,Tue,15,11,2016,0:00:00,15/11/2016,11/15/2016 0:00
8875,11.54,Gbps,Tue,15,11,2016,0:15:00,15/11/2016,11/15/2016 0:15
8876,11.54,Gbps,Tue,15,11,2016,0:30:00,15/11/2016,11/15/2016 0:30
8877,11.35,Gbps,Tue,15,11,2016,0:45:00,15/11/2016,11/15/2016 0:45
8878,11.06,Gbps,Tue,15,11,2016,1:00:00,15/11/2016,11/15/2016 1:00
8879,10.7,Gbps,Tue,15,11,2016,1:15:00,15/11/2016,11/15/2016 1:15
8880,10.2,Gbps,Tue,15,11,2016,1:30:00,15/11/2016,11/15/2016 1:30
8881,9.73,Gbps,Tue,15,11,2016,1:45:00,15/11/2016,11/15/2016 1:45
8882,9.18,Gbps,Tue,15,11,2016,2:00:00,15/11/2016,11/15/2016 2:00
8883,8.51,Gbps,Tue,15,11,2016,2:15:00,15/11/2016,11/15/2016 2:15
8884,8.11,Gbps,Tue,15,11,2016,2:30:00,15/11/2016,11/15/2016 2:30
8885,7.58,Gbps,Tue,15,11,2016,2:45:00,15/11/2016,11/15/2016 2:45
8886,7.1,Gbps,Tue,15,11,2016,3:00:00,15/11/2016,11/15/2016 3:00
