SampleNumber,value,Unit,Wday,Day,Month,Year,Hour,Date,DateTime
17769,5.89,Gbps,Fri,24,2,2017,3:15:00,24/2/2017,2/24/2017 3:15
17770,5.41,Gbps,Fri,24,2,2017,3:30:00,24/2/2017,2/24/2017 3:30
17771,5.07,Gbps,Fri,24,2,2017,3:45:00,24/2/2017,2/24/2017 3:45
17772,4.66,Gbps,Fri,24,2,2017,4:00:00,24/2/2017,2/24/2017 4:00
17773,4.35,Gbps,Fri,24,2,2017,4:15:00,24/2/2017,2/24/2017 4:15
17774,3.92,Gbps,Fri,24,2,2017,4:30:00,24/2/2017,2/24/2017 4:30
17775,3.54,Gbps,Fri,24,2,2017,4:45:00,24/2/2017,2/24/2017 4:45
17776,3.25,Gbps,Fri,24,2,2017,5:00:00,24/2/2017,2/24/2017 5:00
17777,2.81,Gbps,Fri,24,2,2017,5:15:00,24/2/2017,2/24/2017 5:15
17778,2.71,Gbps,Fri,24,2,2017,5:30:00,24/2/2017,2/24/2017 5:30
17779,2.7,Gbps,Fri,24,2,2017,5:45:00,24/2/2017,2/24/2017 5:45
17780,2.77,Gbps,Fri,24,2,2017,6:00:00,24/2/2017,2/24/2017 6:00
17781,2.79,Gbps,Fri,24,2,2017,6:15:00,24/2/2017,2/24/2017 6:15
17782,2.7,Gbps,Fri,24,2,2017,6:30:00,24/2/2017,2/24/2017 6:30
17783,2.78,Gbps,Fri,24,2,2017,6:45:00,24/2/2017,2/24/2017 6:45
17784,2.78,Gbps,Fri,24,2,2017,7:00:00,24/2/2017,2/24/2017 7:00
17785,2.86,Gbps,Fri,24,2,2017,7:15:00,24/2/2017,2/24/2017 7:15
17786,3.03,Gbps,Fri,24,2,2017,7:30:00,24/2/2017,2/24/2017 7:30
17787,3.25,Gbps,Fri,24,2,2017,7:45:00,24/2/2017,2/24/2017 7:45
17788,3.39,Gbps,Fri,24,2,2017,8:00:00,24/2/2017,2/24/2017 8:00
17789,3.59,Gbps,Fri,24,2,2017,8:15:00,24/2/2017,2/24/2017 8:15
17790,3.85,Gbps,Fri,24,2,2017,8:30:00,24/2/2017,2/24/2017 8:30
17791,4.13,Gbps,Fri,24,2,2017,8:45:00,24/2/2017,2/24/2017 8:45
17792,4.4,Gbps,Fri,24,2,2017,9:00:00,24/2/2017,2/24/2017 9:00
17793,4.66,Gbps,Fri,24,2,2017,9:15:00,24/2/2017,2/24/2017 9:15
17794,4.87,Gbps,Fri,24,2,2017,9:30:00,24/2/2017,2/24/2017 9:30
17795,5.04,Gbps,Fri,24,2,2017,9:45:00,24/2/2017,2/24/2017 9:45
17796,5.3,Gbps,Fri,24,2,2017,10:00:00,24/2/2017,2/24/2017 10:00
17797,5.62,Gbps,Fri,24,2,2017,10:15:00,24/2/2017,2/24/2017 10:15
17798,5.81,Gbps,Fri,24,2,2017,10:30:00,24/2/2017,2/24/2017 10:30
17799,5.99,Gbps,Fri,24,2,2017,10:45:00,24/2/2017,2/24/2017 10:45
17800,6.19,Gbps,Fri,24,2,2017,11:00:00,24/2/2017,2/24/2017 11:00
17801,6.42,Gbps,Fri,24,2,2017,11:15:00,24/2/2017,2/24/2017 11:15
17802,6.51,Gbps,Fri,24,2,2017,11:30:00,24/2/2017,2/24/2017 11:30
17803,6.69,Gbps,Fri,24,2,2017,11:45:00,24/2/2017,2/24/2017 11:45
17804,6.58,Gbps,Fri,24,2,2017,12:00:00,24/2/2017,2/24/2017 12:00
17805,6.4,Gbps,Fri,24,2,2017,12:15:00,24/2/2017,2/24/2017 12:15
17806,6.13,Gbps,Fri,24,2,2017,12:30:00,24/2/2017,2/24/2017 12:30
17807,5.95,Gbps,Fri,24,2,2017,12:45:00,24/2/2017,2/24/2017 12:45
17808,5.9,Gbps,Fri,24,2,2017,13:00:00,24/2/2017,2/24/2017 13:00
17809,6.66,Gbps,Fri,24,2,2017,13:15:00,24/2/2017,2/24/2017 13:15
17810,7.23,Gbps,Fri,24,2,2017,13:30:00,24/2/2017,2/24/2017 13:30
17811,7.57,Gbps,Fri,24,2,2017,13:45:00,24/2/2017,2/24/2017 13:45
17812,7.73,Gbps,Fri,24,2,2017,14:00:00,24/2/2017,2/24/2017 14:00
17813,7.81,Gbps,Fri,24,2,2017,14:15:00,24/2/2017,2/24/2017 14:15
17814,7.95,Gbps,Fri,24,2,2017,14:30:00,24/2/2017,2/24/2017 14:30
17815,7.92,Gbps,Fri,24,2,2017,14:45:00,24/2/2017,2/24/2017 14:45
17816,8,Gbps,Fri,24,2,2017,15:00:00,24/2/2017,2/24/2017 15:00
17817,8.04,Gbps,Fri,24,2,2017,15:15:00,24/2/2017,2/24/2017 15:15
17818,8.01,Gbps,Fri,24,2,2017,15:30:00,24/2/2017,2/24/2017 15:30
17819,7.87,Gbps,Fri,24,2,2017,15:45:00,24/2/2017,2/24/2017 15:45
17820,7.79,Gbps,Fri,24,2,2017,16:00:00,24/2/2017,2/24/2017 16:00
17821,7.91,Gbps,Fri,24,2,2017,16:15:00,24/2/2017,2/24/2017 16:15
17822,8.05,Gbps,Fri,24,2,2017,16:30:00,24/2/2017,2/24/2017 16:30
17823,8.13,Gbps,Fri,24,2,2017,16:45:00,24/2/2017,2/24/2017 16:45
17824,8.12,Gbps,Fri,24,2,2017,17:00:00,24/2/2017,2/24/2017 17:00
17825,8.17,Gbps,Fri,24,2,2017,17:15:00,24/2/2017,2/24/2017 17:15
17826,8.15,Gbps,Fri,24,2,2017,17:30:00,24/2/2017,2/24/2017 17:30
17827,8.18,Gbps,Fri,24,2,2017,17:45:00,24/2/2017,2/24/2017 17:45
17828,7.98,Gbps,Fri,24,2,2017,18:00:00,24/2/2017,2/24/2017 18:00
17829,7.96,Gbps,Fri,24,2,2017,18:15:00,24/2/2017,2/24/2017 18:15
17830,8.07,Gbps,Fri,24,2,2017,18:30:00,24/2/2017,2/24/2017 18:30
17831,8.13,Gbps,Fri,24,2,2017,18:45:00,24/2/2017,2/24/2017 18:45
17832,8.25,Gbps,Fri,24,2,2017,19:00:00,24/2/2017,2/24/2017 19:00
17833,8.34,Gbps,Fri,24,2,2017,19:15:00,24/2/2017,2/24/2017 19:15
17834,8.36,Gbps,Fri,24,2,2017,19:30:00,24/2/2017,2/24/2017 19:30
17835,8.48,Gbps,Fri,24,2,2017,19:45:00,24/2/2017,2/24/2017 19:45
17836,8.58,Gbps,Fri,24,2,2017,20:00:00,24/2/2017,2/24/2017 20:00
17837,8.67,Gbps,Fri,24,2,2017,20:15:00,24/2/2017,2/24/2017 20:15
17838,8.78,Gbps,Fri,24,2,2017,20:30:00,24/2/2017,2/24/2017 20:30
17839,8.88,Gbps,Fri,24,2,2017,20:45:00,24/2/2017,2/24/2017 20:45
17840,8.96,Gbps,Fri,24,2,2017,21:00:00,24/2/2017,2/24/2017 21:00
17841,9.19,Gbps,Fri,24,2,2017,21:15:00,24/2/2017,2/24/2017 21:15
17842,9.31,Gbps,Fri,24,2,2017,21:30:00,24/2/2017,2/24/2017 21:30
17843,9.33,Gbps,Fri,24,2,2017,21:45:00,24/2/2017,2/24/2017 21:45
17844,9.35,Gbps,Fri,24,2,2017,22:00:00,24/2/2017,2/24/2017 22:00
17845,9.36,Gbps,Fri,24,2,2017,22:15:00,24/2/2017,2/24/2017 22:15
17846,9.6,Gbps,Fri,24,2,2017,22:30:00,24/2/2017,2/24/2017 22:30
17847,9.44,Gbps,Fri,24,2,2017,22:45:00,24/2/2017,2/24/2017 22:45
17848,9.4,Gbps,Fri,24,2,2017,23:00:00,24/2/2017,2/24/2017 23:00
17849,9.48,Gbps,Fri,24,2,2017,23:15:00,24/2/2017,2/24/2017 23:15
17850,9.34,Gbps,Fri,24,2,2017,23:30:00,24/2/2017,2/24/2017 23:30
17851,9.4,Gbps,Fri,24,2,2017,23:45:00,24/2/2017,2/24/2017 23:45
17852,9.04,Gbps,Sat,25,2,2017,0:00:00,25/2/2017,2/25/2017 0:00
17853,8.95,Gbps,Sat,25,2,2017,0:15:00,25/2/2017,2/25/2017 0:15
17854,8.8,Gbps,Sat,25,2,2017,0:30:00,25/2/2017,2/25/2017 0:30
17855,8.65,Gbps,Sat,25,2,2017,0:45:00,25/2/2017,2/25/2017 0:45
17856,8.36,Gbps,Sat,25,2,2017,1:00:00,25/2/2017,2/25/2017 1:00
17857,7.97,Gbps,Sat,25,2,2017,1:15:00,25/2/2017,2/25/2017 1:15
17858,7.61,Gbps,Sat,25,2,2017,1:30:00,25/2/2017,2/25/2017 1:30
17859,7.37,Gbps,Sat,25,2,2017,1:45:00,25/2/2017,2/25/2017 1:45
17860,7.18,Gbps,Sat,25,2,2017,2:00:00,25/2/2017,2/25/2017 2:00
17861,6.98,Gbps,Sat,25,2,2017,2:15:00,25/2/2017,2/25/2017 2:15
17862,6.52,Gbps,Sat,25,2,2017,2:30:00,25/2/2017,2/25/2017 2:30
17863,6.1,Gbps,Sat,25,2,2017,2:45:00,25/2/2017,2/25/2017 2:45
17864,5.69,Gbps,Sat,25,2,2017,3:00:00,25/2/2017,2/25/2017 3:00
17865,5.31,Gbps,Sat,25,2,2017,3:15:00,25/2/2017,2/25/2017 3:15
17866,4.88,Gbps,Sat,25,2,2017,3:30:00,25/2/2017,2/25/2017 3:30
17867,4.43,Gbps,Sat,25,2,2017,3:45:00,25/2/2017,2/25/2017 3:45
17868,4.09,Gbps,Sat,25,2,2017,4:00:00,25/2/2017,2/25/2017 4:00
17869,3.76,Gbps,Sat,25,2,2017,4:15:00,25/2/2017,2/25/2017 4:15
17870,3.48,Gbps,Sat,25,2,2017,4:30:00,25/2/2017,2/25/2017 4:30
17871,3.1,Gbps,Sat,25,2,2017,4:45:00,25/2/2017,2/25/2017 4:45
17872,2.79,Gbps,Sat,25,2,2017,5:00:00,25/2/2017,2/25/2017 5:00
17873,2.49,Gbps,Sat,25,2,2017,5:15:00,25/2/2017,2/25/2017 5:15
17874,2.44,Gbps,Sat,25,2,2017,5:30:00,25/2/2017,2/25/2017 5:30
17875,2.46,Gbps,Sat,25,2,2017,5:45:00,25/2/2017,2/25/2017 5:45
17876,2.51,Gbps,Sat,25,2,2017,6:00:00,25/2/2017,2/25/2017 6:00
17877,2.61,Gbps,Sat,25,2,2017,6:15:00,25/2/2017,2/25/2017 6:15
17878,2.64,Gbps,Sat,25,2,2017,6:30:00,25/2/2017,2/25/2017 6:30
17879,2.71,Gbps,Sat,25,2,2017,6:45:00,25/2/2017,2/25/2017 6:45
17880,2.82,Gbps,Sat,25,2,2017,7:00:00,25/2/2017,2/25/2017 7:00
17881,3.02,Gbps,Sat,25,2,2017,7:15:00,25/2/2017,2/25/2017 7:15
17882,3.24,Gbps,Sat,25,2,2017,7:30:00,25/2/2017,2/25/2017 7:30
17883,3.4,Gbps,Sat,25,2,2017,7:45:00,25/2/2017,2/25/2017 7:45
17884,3.54,Gbps,Sat,25,2,2017,8:00:00,25/2/2017,2/25/2017 8:00
17885,3.89,Gbps,Sat,25,2,2017,8:15:00,25/2/2017,2/25/2017 8:15
17886,4.06,Gbps,Sat,25,2,2017,8:30:00,25/2/2017,2/25/2017 8:30
17887,4.29,Gbps,Sat,25,2,2017,8:45:00,25/2/2017,2/25/2017 8:45
17888,4.53,Gbps,Sat,25,2,2017,9:00:00,25/2/2017,2/25/2017 9:00
17889,4.78,Gbps,Sat,25,2,2017,9:15:00,25/2/2017,2/25/2017 9:15
17890,5.11,Gbps,Sat,25,2,2017,9:30:00,25/2/2017,2/25/2017 9:30
17891,5.37,Gbps,Sat,25,2,2017,9:45:00,25/2/2017,2/25/2017 9:45
17892,5.59,Gbps,Sat,25,2,2017,10:00:00,25/2/2017,2/25/2017 10:00
17893,5.85,Gbps,Sat,25,2,2017,10:15:00,25/2/2017,2/25/2017 10:15
17894,5.94,Gbps,Sat,25,2,2017,10:30:00,25/2/2017,2/25/2017 10:30
17895,6.15,Gbps,Sat,25,2,2017,10:45:00,25/2/2017,2/25/2017 10:45
17896,6.39,Gbps,Sat,25,2,2017,11:00:00,25/2/2017,2/25/2017 11:00
17897,6.54,Gbps,Sat,25,2,2017,11:15:00,25/2/2017,2/25/2017 11:15
17898,6.68,Gbps,Sat,25,2,2017,11:30:00,25/2/2017,2/25/2017 11:30
17899,6.87,Gbps,Sat,25,2,2017,11:45:00,25/2/2017,2/25/2017 11:45
17900,6.93,Gbps,Sat,25,2,2017,12:00:00,25/2/2017,2/25/2017 12:00
17901,7.06,Gbps,Sat,25,2,2017,12:15:00,25/2/2017,2/25/2017 12:15
17902,6.98,Gbps,Sat,25,2,2017,12:30:00,25/2/2017,2/25/2017 12:30
17903,7.15,Gbps,Sat,25,2,2017,12:45:00,25/2/2017,2/25/2017 12:45
17904,7.27,Gbps,Sat,25,2,2017,13:00:00,25/2/2017,2/25/2017 13:00
17905,7.33,Gbps,Sat,25,2,2017,13:15:00,25/2/2017,2/25/2017 13:15
17906,7.41,Gbps,Sat,25,2,2017,13:30:00,25/2/2017,2/25/2017 13:30
17907,7.67,Gbps,Sat,25,2,2017,13:45:00,25/2/2017,2/25/2017 13:45
17908,7.61,Gbps,Sat,25,2,2017,14:00:00,25/2/2017,2/25/2017 14:00
17909,7.63,Gbps,Sat,25,2,2017,14:15:00,25/2/2017,2/25/2017 14:15
17910,7.68,Gbps,Sat,25,2,2017,14:30:00,25/2/2017,2/25/2017 14:30
17911,7.74,Gbps,Sat,25,2,2017,14:45:00,25/2/2017,2/25/2017 14:45
17912,7.65,Gbps,Sat,25,2,2017,15:00:00,25/2/2017,2/25/2017 15:00
17913,7.73,Gbps,Sat,25,2,2017,15:15:00,25/2/2017,2/25/2017 15:15
17914,7.63,Gbps,Sat,25,2,2017,15:30:00,25/2/2017,2/25/2017 15:30
17915,7.51,Gbps,Sat,25,2,2017,15:45:00,25/2/2017,2/25/2017 15:45
17916,7.52,Gbps,Sat,25,2,2017,16:00:00,25/2/2017,2/25/2017 16:00
17917,7.64,Gbps,Sat,25,2,2017,16:15:00,25/2/2017,2/25/2017 16:15
17918,7.74,Gbps,Sat,25,2,2017,16:30:00,25/2/2017,2/25/2017 16:30
17919,7.76,Gbps,Sat,25,2,2017,16:45:00,25/2/2017,2/25/2017 16:45
17920,7.74,Gbps,Sat,25,2,2017,17:00:00,25/2/2017,2/25/2017 17:00
17921,7.62,Gbps,Sat,25,2,2017,17:15:00,25/2/2017,2/25/2017 17:15
17922,7.63,Gbps,Sat,25,2,2017,17:30:00,25/2/2017,2/25/2017 17:30
17923,7.69,Gbps,Sat,25,2,2017,17:45:00,25/2/2017,2/25/2017 17:45
17924,7.67,Gbps,Sat,25,2,2017,18:00:00,25/2/2017,2/25/2017 18:00
17925,7.67,Gbps,Sat,25,2,2017,18:15:00,25/2/2017,2/25/2017 18:15
17926,7.81,Gbps,Sat,25,2,2017,18:30:00,25/2/2017,2/25/2017 18:30
17927,7.92,Gbps,Sat,25,2,2017,18:45:00,25/2/2017,2/25/2017 18:45
17928,7.97,Gbps,Sat,25,2,2017,19:00:00,25/2/2017,2/25/2017 19:00
17929,8.22,Gbps,Sat,25,2,2017,19:15:00,25/2/2017,2/25/2017 19:15
17930,8.21,Gbps,Sat,25,2,2017,19:30:00,25/2/2017,2/25/2017 19:30
17931,8.23,Gbps,Sat,25,2,2017,19:45:00,25/2/2017,2/25/2017 19:45
17932,8.37,Gbps,Sat,25,2,2017,20:00:00,25/2/2017,2/25/2017 20:00
17933,8.41,Gbps,Sat,25,2,2017,20:15:00,25/2/2017,2/25/2017 20:15
17934,8.44,Gbps,Sat,25,2,2017,20:30:00,25/2/2017,2/25/2017 20:30
17935,8.63,Gbps,Sat,25,2,2017,20:45:00,25/2/2017,2/25/2017 20:45
17936,8.72,Gbps,Sat,25,2,2017,21:00:00,25/2/2017,2/25/2017 21:00
17937,8.96,Gbps,Sat,25,2,2017,21:15:00,25/2/2017,2/25/2017 21:15
17938,8.94,Gbps,Sat,25,2,2017,21:30:00,25/2/2017,2/25/2017 21:30
17939,9.08,Gbps,Sat,25,2,2017,21:45:00,25/2/2017,2/25/2017 21:45
17940,9.15,Gbps,Sat,25,2,2017,22:00:00,25/2/2017,2/25/2017 22:00
17941,9.31,Gbps,Sat,25,2,2017,22:15:00,25/2/2017,2/25/2017 22:15
17942,9.18,Gbps,Sat,25,2,2017,22:30:00,25/2/2017,2/25/2017 22:30
17943,9.16,Gbps,Sat,25,2,2017,22:45:00,25/2/2017,2/25/2017 22:45
17944,9.35,Gbps,Sat,25,2,2017,23:00:00,25/2/2017,2/25/2017 23:00
17945,9.31,Gbps,Sat,25,2,2017,23:15:00,25/2/2017,2/25/2017 23:15
17946,9.22,Gbps,Sat,25,2,2017,23:30:00,25/2/2017,2/25/2017 23:30
17947,9.2,Gbps,Sat,25,2,2017,23:45:00,25/2/2017,2/25/2017 23:45
17948,9.01,Gbps,Sun,26,2,2017,0:00:00,26/2/2017,2/26/2017 0:00
17949,8.65,Gbps,Sun,26,2,2017,0:15:00,26/2/2017,2/26/2017 0:15
17950,8.47,Gbps,Sun,26,2,2017,0:30:00,26/2/2017,2/26/2017 0:30
17951,8.26,Gbps,Sun,26,2,2017,0:45:00,26/2/2017,2/26/2017 0:45
17952,7.93,Gbps,Sun,26,2,2017,1:00:00,26/2/2017,2/26/2017 1:00
17953,7.66,Gbps,Sun,26,2,2017,1:15:00,26/2/2017,2/26/2017 1:15
17954,7.36,Gbps,Sun,26,2,2017,1:30:00,26/2/2017,2/26/2017 1:30
17955,7.06,Gbps,Sun,26,2,2017,1:45:00,26/2/2017,2/26/2017 1:45
17956,6.78,Gbps,Sun,26,2,2017,2:00:00,26/2/2017,2/26/2017 2:00
17957,6.45,Gbps,Sun,26,2,2017,2:15:00,26/2/2017,2/26/2017 2:15
17958,6.14,Gbps,Sun,26,2,2017,2:30:00,26/2/2017,2/26/2017 2:30
17959,5.67,Gbps,Sun,26,2,2017,2:45:00,26/2/2017,2/26/2017 2:45
17960,5.17,Gbps,Sun,26,2,2017,3:00:00,26/2/2017,2/26/2017 3:00
17961,4.9,Gbps,Sun,26,2,2017,3:15:00,26/2/2017,2/26/2017 3:15
17962,4.52,Gbps,Sun,26,2,2017,3:30:00,26/2/2017,2/26/2017 3:30
17963,4.15,Gbps,Sun,26,2,2017,3:45:00,26/2/2017,2/26/2017 3:45
17964,3.81,Gbps,Sun,26,2,2017,4:00:00,26/2/2017,2/26/2017 4:00
17965,3.61,Gbps,Sun,26,2,2017,4:15:00,26/2/2017,2/26/2017 4:15
17966,3.25,Gbps,Sun,26,2,2017,4:30:00,26/2/2017,2/26/2017 4:30
17967,2.95,Gbps,Sun,26,2,2017,4:45:00,26/2/2017,2/26/2017 4:45
17968,2.65,Gbps,Sun,26,2,2017,5:00:00,26/2/2017,2/26/2017 5:00
17969,2.43,Gbps,Sun,26,2,2017,5:15:00,26/2/2017,2/26/2017 5:15
17970,2.34,Gbps,Sun,26,2,2017,5:30:00,26/2/2017,2/26/2017 5:30
17971,2.39,Gbps,Sun,26,2,2017,5:45:00,26/2/2017,2/26/2017 5:45
17972,2.52,Gbps,Sun,26,2,2017,6:00:00,26/2/2017,2/26/2017 6:00
17973,2.65,Gbps,Sun,26,2,2017,6:15:00,26/2/2017,2/26/2017 6:15
17974,2.76,Gbps,Sun,26,2,2017,6:30:00,26/2/2017,2/26/2017 6:30
17975,2.95,Gbps,Sun,26,2,2017,6:45:00,26/2/2017,2/26/2017 6:45
17976,3.21,Gbps,Sun,26,2,2017,7:00:00,26/2/2017,2/26/2017 7:00
17977,3.54,Gbps,Sun,26,2,2017,7:15:00,26/2/2017,2/26/2017 7:15
17978,3.82,Gbps,Sun,26,2,2017,7:30:00,26/2/2017,2/26/2017 7:30
17979,4.06,Gbps,Sun,26,2,2017,7:45:00,26/2/2017,2/26/2017 7:45
17980,4.15,Gbps,Sun,26,2,2017,8:00:00,26/2/2017,2/26/2017 8:00
17981,4.33,Gbps,Sun,26,2,2017,8:15:00,26/2/2017,2/26/2017 8:15
17982,4.54,Gbps,Sun,26,2,2017,8:30:00,26/2/2017,2/26/2017 8:30
17983,4.39,Gbps,Sun,26,2,2017,8:45:00,26/2/2017,2/26/2017 8:45
17984,5.35,Gbps,Sun,26,2,2017,9:00:00,26/2/2017,2/26/2017 9:00
17985,5.19,Gbps,Sun,26,2,2017,9:15:00,26/2/2017,2/26/2017 9:15
17986,5.38,Gbps,Sun,26,2,2017,9:30:00,26/2/2017,2/26/2017 9:30
17987,5.43,Gbps,Sun,26,2,2017,9:45:00,26/2/2017,2/26/2017 9:45
17988,5.63,Gbps,Sun,26,2,2017,10:00:00,26/2/2017,2/26/2017 10:00
17989,5.82,Gbps,Sun,26,2,2017,10:15:00,26/2/2017,2/26/2017 10:15
17990,6.02,Gbps,Sun,26,2,2017,10:30:00,26/2/2017,2/26/2017 10:30
17991,6.11,Gbps,Sun,26,2,2017,10:45:00,26/2/2017,2/26/2017 10:45
17992,6.24,Gbps,Sun,26,2,2017,11:00:00,26/2/2017,2/26/2017 11:00
17993,6.45,Gbps,Sun,26,2,2017,11:15:00,26/2/2017,2/26/2017 11:15
17994,6.5,Gbps,Sun,26,2,2017,11:30:00,26/2/2017,2/26/2017 11:30
17995,6.67,Gbps,Sun,26,2,2017,11:45:00,26/2/2017,2/26/2017 11:45
17996,6.73,Gbps,Sun,26,2,2017,12:00:00,26/2/2017,2/26/2017 12:00
17997,6.75,Gbps,Sun,26,2,2017,12:15:00,26/2/2017,2/26/2017 12:15
17998,6.74,Gbps,Sun,26,2,2017,12:30:00,26/2/2017,2/26/2017 12:30
17999,6.95,Gbps,Sun,26,2,2017,12:45:00,26/2/2017,2/26/2017 12:45
18000,7.04,Gbps,Sun,26,2,2017,13:00:00,26/2/2017,2/26/2017 13:00
18001,7.14,Gbps,Sun,26,2,2017,13:15:00,26/2/2017,2/26/2017 13:15
18002,7.24,Gbps,Sun,26,2,2017,13:30:00,26/2/2017,2/26/2017 13:30
18003,7.19,Gbps,Sun,26,2,2017,13:45:00,26/2/2017,2/26/2017 13:45
18004,7.23,Gbps,Sun,26,2,2017,14:00:00,26/2/2017,2/26/2017 14:00
18005,7.46,Gbps,Sun,26,2,2017,14:15:00,26/2/2017,2/26/2017 14:15
18006,7.36,Gbps,Sun,26,2,2017,14:30:00,26/2/2017,2/26/2017 14:30
18007,7.54,Gbps,Sun,26,2,2017,14:45:00,26/2/2017,2/26/2017 14:45
18008,7.49,Gbps,Sun,26,2,2017,15:00:00,26/2/2017,2/26/2017 15:00
18009,7.58,Gbps,Sun,26,2,2017,15:15:00,26/2/2017,2/26/2017 15:15
18010,7.55,Gbps,Sun,26,2,2017,15:30:00,26/2/2017,2/26/2017 15:30
18011,7.41,Gbps,Sun,26,2,2017,15:45:00,26/2/2017,2/26/2017 15:45
18012,7.42,Gbps,Sun,26,2,2017,16:00:00,26/2/2017,2/26/2017 16:00
18013,7.51,Gbps,Sun,26,2,2017,16:15:00,26/2/2017,2/26/2017 16:15
18014,7.58,Gbps,Sun,26,2,2017,16:30:00,26/2/2017,2/26/2017 16:30
18015,7.66,Gbps,Sun,26,2,2017,16:45:00,26/2/2017,2/26/2017 16:45
18016,7.65,Gbps,Sun,26,2,2017,17:00:00,26/2/2017,2/26/2017 17:00
18017,7.68,Gbps,Sun,26,2,2017,17:15:00,26/2/2017,2/26/2017 17:15
18018,7.71,Gbps,Sun,26,2,2017,17:30:00,26/2/2017,2/26/2017 17:30
18019,8.01,Gbps,Sun,26,2,2017,17:45:00,26/2/2017,2/26/2017 17:45
18020,8.95,Gbps,Sun,26,2,2017,18:00:00,26/2/2017,2/26/2017 18:00
18021,7.61,Gbps,Sun,26,2,2017,18:15:00,26/2/2017,2/26/2017 18:15
18022,7.82,Gbps,Sun,26,2,2017,18:30:00,26/2/2017,2/26/2017 18:30
18023,8,Gbps,Sun,26,2,2017,18:45:00,26/2/2017,2/26/2017 18:45
18024,8.16,Gbps,Sun,26,2,2017,19:00:00,26/2/2017,2/26/2017 19:00
18025,8.3,Gbps,Sun,26,2,2017,19:15:00,26/2/2017,2/26/2017 19:15
18026,8.19,Gbps,Sun,26,2,2017,19:30:00,26/2/2017,2/26/2017 19:30
18027,8.32,Gbps,Sun,26,2,2017,19:45:00,26/2/2017,2/26/2017 19:45
18028,8.46,Gbps,Sun,26,2,2017,20:00:00,26/2/2017,2/26/2017 20:00
18029,8.45,Gbps,Sun,26,2,2017,20:15:00,26/2/2017,2/26/2017 20:15
18030,8.62,Gbps,Sun,26,2,2017,20:30:00,26/2/2017,2/26/2017 20:30
18031,8.71,Gbps,Sun,26,2,2017,20:45:00,26/2/2017,2/26/2017 20:45
18032,8.71,Gbps,Sun,26,2,2017,21:00:00,26/2/2017,2/26/2017 21:00
18033,8.98,Gbps,Sun,26,2,2017,21:15:00,26/2/2017,2/26/2017 21:15
18034,9.17,Gbps,Sun,26,2,2017,21:30:00,26/2/2017,2/26/2017 21:30
18035,9.21,Gbps,Sun,26,2,2017,21:45:00,26/2/2017,2/26/2017 21:45
18036,9.24,Gbps,Sun,26,2,2017,22:00:00,26/2/2017,2/26/2017 22:00
18037,9.35,Gbps,Sun,26,2,2017,22:15:00,26/2/2017,2/26/2017 22:15
18038,9.45,Gbps,Sun,26,2,2017,22:30:00,26/2/2017,2/26/2017 22:30
18039,9.41,Gbps,Sun,26,2,2017,22:45:00,26/2/2017,2/26/2017 22:45
18040,9.42,Gbps,Sun,26,2,2017,23:00:00,26/2/2017,2/26/2017 23:00
18041,9.48,Gbps,Sun,26,2,2017,23:15:00,26/2/2017,2/26/2017 23:15
18042,9.44,Gbps,Sun,26,2,2017,23:30:00,26/2/2017,2/26/2017 23:30
18043,9.3,Gbps,Sun,26,2,2017,23:45:00,26/2/2017,2/26/2017 23:45
18044,9.05,Gbps,Mon,27,2,2017,0:00:00,27/2/2017,2/27/2017 0:00
18045,8.72,Gbps,Mon,27,2,2017,0:15:00,27/2/2017,2/27/2017 0:15
18046,8.44,Gbps,Mon,27,2,2017,0:30:00,27/2/2017,2/27/2017 0:30
18047,8.07,Gbps,Mon,27,2,2017,0:45:00,27/2/2017,2/27/2017 0:45
18048,7.84,Gbps,Mon,27,2,2017,1:00:00,27/2/2017,2/27/2017 1:00
18049,7.57,Gbps,Mon,27,2,2017,1:15:00,27/2/2017,2/27/2017 1:15
18050,7.1,Gbps,Mon,27,2,2017,1:30:00,27/2/2017,2/27/2017 1:30
18051,7,Gbps,Mon,27,2,2017,1:45:00,27/2/2017,2/27/2017 1:45
18052,6.76,Gbps,Mon,27,2,2017,2:00:00,27/2/2017,2/27/2017 2:00
18053,6.39,Gbps,Mon,27,2,2017,2:15:00,27/2/2017,2/27/2017 2:15
18054,5.89,Gbps,Mon,27,2,2017,2:30:00,27/2/2017,2/27/2017 2:30
18055,5.5,Gbps,Mon,27,2,2017,2:45:00,27/2/2017,2/27/2017 2:45
18056,5.11,Gbps,Mon,27,2,2017,3:00:00,27/2/2017,2/27/2017 3:00
18057,4.67,Gbps,Mon,27,2,2017,3:15:00,27/2/2017,2/27/2017 3:15
18058,4.25,Gbps,Mon,27,2,2017,3:30:00,27/2/2017,2/27/2017 3:30
18059,3.95,Gbps,Mon,27,2,2017,3:45:00,27/2/2017,2/27/2017 3:45
18060,3.6,Gbps,Mon,27,2,2017,4:00:00,27/2/2017,2/27/2017 4:00
18061,3.31,Gbps,Mon,27,2,2017,4:15:00,27/2/2017,2/27/2017 4:15
18062,3.05,Gbps,Mon,27,2,2017,4:30:00,27/2/2017,2/27/2017 4:30
18063,2.83,Gbps,Mon,27,2,2017,4:45:00,27/2/2017,2/27/2017 4:45
18064,2.59,Gbps,Mon,27,2,2017,5:00:00,27/2/2017,2/27/2017 5:00
18065,2.38,Gbps,Mon,27,2,2017,5:15:00,27/2/2017,2/27/2017 5:15
